ID,Cell,Batch,Group,ExpLibSize,sizeFactor
Cell400,Cell400,Batch1,Group8,43759.994858262,0.706289223210593
Cell401,Cell401,Batch1,Group8,43642.9212021377,0.695270595082388
Cell402,Cell402,Batch1,Group7,53194.2209711539,0.954732668561053
Cell403,Cell403,Batch1,Group6,62800.2564771718,0.985158924270856
Cell404,Cell404,Batch1,Group3,60889.0149614242,0.991563602699696
Cell405,Cell405,Batch1,Group2,62824.8469273543,1.14561467150824
Cell406,Cell406,Batch1,Group2,77037.8807554661,1.43277657587435
Cell407,Cell407,Batch1,Group5,49542.4145803229,0.820976525353218
Cell408,Cell408,Batch1,Group6,61141.8384005332,0.740506661365679
Cell409,Cell409,Batch1,Group5,47301.8754738885,0.778789537717409
Cell410,Cell410,Batch1,Group10,77378.3869313242,1.23729675591906
Cell411,Cell411,Batch1,Group9,79524.3207415543,1.31805700834922
Cell412,Cell412,Batch1,Group6,67609.5969961556,0.963557250678372
Cell413,Cell413,Batch1,Group7,54689.7464310097,0.990143925869122
Cell414,Cell414,Batch1,Group8,68467.2941144642,1.20540242530491
Cell415,Cell415,Batch1,Group8,76187.3083506039,1.17466964846124
Cell416,Cell416,Batch1,Group3,61870.0294770075,1.05636862347715
Cell417,Cell417,Batch1,Group3,59824.9121765349,0.975059859544273
Cell418,Cell418,Batch1,Group9,60518.3398577639,1.09474829597642
Cell419,Cell419,Batch1,Group5,72913.6296350015,1.11320409477388
Cell420,Cell420,Batch1,Group1,57360.8129901765,0.92245115335675
Cell421,Cell421,Batch1,Group5,59419.0627176053,0.951199609175875
Cell422,Cell422,Batch1,Group5,56208.4815009734,0.87961885807068
Cell423,Cell423,Batch1,Group3,46952.0408620332,0.808635016541978
Cell424,Cell424,Batch1,Group5,50359.705161718,0.779870428031597
Cell425,Cell425,Batch1,Group5,76916.5159810031,1.22826244881541
Cell426,Cell426,Batch1,Group1,70797.4581416248,1.13346675499208
Cell427,Cell427,Batch1,Group7,61580.7384470251,0.968655181115433
Cell428,Cell428,Batch1,Group1,62134.7981321213,1.01619822224841
Cell429,Cell429,Batch1,Group10,91278.6823572142,1.48365908409743
Cell430,Cell430,Batch1,Group8,67773.0871451787,1.14183962175421
Cell431,Cell431,Batch1,Group4,45131.2760051646,0.621495797966307
Cell432,Cell432,Batch1,Group9,59134.6372590932,0.894396403261656
Cell433,Cell433,Batch1,Group5,53312.5228219913,0.846482310229782
Cell434,Cell434,Batch1,Group4,76208.4679371934,1.08263264484277
Cell435,Cell435,Batch1,Group1,75136.258168839,1.21221042101517
Cell436,Cell436,Batch1,Group8,50328.4844729831,0.841594104779055
Cell437,Cell437,Batch1,Group4,54164.1289558985,0.706708673183263
Cell438,Cell438,Batch1,Group10,65866.4226921779,1.08758538105852
Cell439,Cell439,Batch1,Group6,56832.8638276646,1.04384965506209
Cell440,Cell440,Batch1,Group7,38925.5162674103,0.680605978730208
Cell441,Cell441,Batch1,Group7,63653.4208294063,1.0543843024526
Cell442,Cell442,Batch1,Group9,48759.0861862022,0.668312867992737
Cell443,Cell443,Batch1,Group9,79138.0726326801,1.36614856098491
Cell444,Cell444,Batch1,Group10,61784.7173142631,0.996113021634036
Cell445,Cell445,Batch1,Group1,52340.7657228106,0.835673407087911
Cell446,Cell446,Batch1,Group8,82619.8435307566,1.29598748671029
Cell447,Cell447,Batch1,Group7,35310.8994084511,0.560498092325392
Cell448,Cell448,Batch1,Group7,88504.859767556,1.3172826391689
Cell449,Cell449,Batch1,Group4,63224.0696124824,0.959846731689371
Cell450,Cell450,Batch1,Group4,84466.7708255583,1.55356203531194
Cell451,Cell451,Batch1,Group3,47795.1275335557,0.727003598783969
Cell452,Cell452,Batch1,Group4,52529.9057809419,0.631772322296712
Cell453,Cell453,Batch1,Group3,67270.7231882328,1.07797029706964
Cell454,Cell454,Batch1,Group7,50570.4509781908,0.704385565642324
Cell455,Cell455,Batch1,Group4,64670.6319458097,1.12586825741025
Cell456,Cell456,Batch1,Group8,69803.3467297928,1.19675530279142
Cell457,Cell457,Batch1,Group5,41376.2224555753,0.678299003880525
Cell458,Cell458,Batch1,Group10,66447.6277366056,1.08385872937827
Cell459,Cell459,Batch1,Group9,65256.0327554983,1.02294168719363
Cell460,Cell460,Batch1,Group4,59299.6413485772,0.735521659767414
Cell461,Cell461,Batch1,Group7,70003.8632886408,1.11705980798419
Cell462,Cell462,Batch1,Group2,91842.712258237,1.27749942253032
Cell463,Cell463,Batch1,Group10,58886.2436679277,0.932872871908464
Cell464,Cell464,Batch1,Group10,61980.5501945209,1.00277582312298
Cell465,Cell465,Batch1,Group3,96098.9953467698,1.72489121645622
Cell466,Cell466,Batch1,Group9,80671.7443262998,1.26754555202504
Cell467,Cell467,Batch1,Group10,54245.3047280462,0.870019906773049
Cell468,Cell468,Batch1,Group2,54356.0344036021,0.842642729710729
Cell469,Cell469,Batch1,Group1,56799.5815951011,0.904624529518292
Cell470,Cell470,Batch1,Group4,65908.3544069542,1.10141109746536
Cell471,Cell471,Batch1,Group5,73096.3249997163,1.18368782287363
Cell472,Cell472,Batch1,Group1,65917.6819060631,1.04538226073146
Cell473,Cell473,Batch1,Group4,50248.6855290953,0.871375052838597
Cell474,Cell474,Batch1,Group2,53617.1133396378,0.997387504243301
Cell475,Cell475,Batch1,Group8,71466.1837692169,1.1585046918222
Cell476,Cell476,Batch1,Group1,59613.2348563478,0.953103266744144
Cell477,Cell477,Batch1,Group2,87250.7283647111,1.53920394009364
Cell478,Cell478,Batch1,Group7,83446.7608524874,1.29771368467474
Cell479,Cell479,Batch1,Group4,108351.61871125,1.72018047060932
Cell480,Cell480,Batch1,Group6,35097.461395646,0.514181135727913
Cell481,Cell481,Batch1,Group2,51128.1778912683,0.832108082320219
Cell482,Cell482,Batch1,Group6,70047.2126874523,0.984287758943004
Cell483,Cell483,Batch1,Group6,57249.6787933541,0.998097342658588
Cell484,Cell484,Batch1,Group7,69079.1918407759,1.12652969775177
Cell485,Cell485,Batch1,Group6,55654.1501295098,1.03310528268524
Cell486,Cell486,Batch1,Group10,46867.1797420327,0.754832491201472
Cell487,Cell487,Batch1,Group5,55472.0139380542,0.86769679923211
Cell488,Cell488,Batch1,Group9,51916.2965101842,0.752186729835402
Cell489,Cell489,Batch1,Group4,91944.611229124,1.40468956039675
Cell490,Cell490,Batch1,Group1,59511.6895314769,0.971801055910455
Cell491,Cell491,Batch1,Group6,68516.9657389962,1.19841696999084
Cell492,Cell492,Batch1,Group4,48549.5468012858,0.772642982348674
Cell493,Cell493,Batch1,Group10,69294.0083786974,1.10412138959646
Cell494,Cell494,Batch1,Group9,54042.1490052808,0.987272306825461
Cell495,Cell495,Batch1,Group3,53710.4093155818,0.97084922712632
Cell496,Cell496,Batch1,Group7,59958.4689214793,0.945956484517504
Cell497,Cell497,Batch1,Group2,54104.0623324256,0.734569830983279
Cell498,Cell498,Batch1,Group8,59215.6998591398,0.947101905596718
Cell499,Cell499,Batch1,Group1,69673.8957660908,1.1313049743637
Cell500,Cell500,Batch1,Group8,68470.8330781895,1.15481030552446
