ID,Gene,BaseGeneMean,OutlierFactor,GeneMean,DEFacGroup1,DEFacGroup2,DEFacGroup3,DEFacGroup4,DEFacGroup5,DEFacGroup6,DEFacGroup7,DEFacGroup8,DEFacGroup9,DEFacGroup10
Gene255,Gene255,0.736029459949496,1,0.736029459949496,1,1,1.1613929785785,1,1.4650851130543,1,1,1,1,1
Gene256,Gene256,1.9509299430134,1,1.9509299430134,1,1,1,1,1,1.17963256370842,1,1,1,1
Gene257,Gene257,7.5573034135918,1,7.5573034135918,1,1,1,1,1,1,1,1,1,1
Gene258,Gene258,0.834333791071437,44.590878694756,46.4460907844268,1,1,1,1,1.1321865594069,1,1,1,1,0.680369266680051
Gene259,Gene259,0.0111754602061842,1,0.0111754602061842,1,1,5.20392637049643,3.01304150060329,1,1,1,0.764654352015037,1,1
Gene260,Gene260,1.3099965962905,1,1.3099965962905,1,1,1,1,1,1,1,1,1,1
Gene261,Gene261,0.180922730807204,1,0.180922730807204,1,1,1.39514253312222,1,1,1,1,0.692001223899109,1,1
Gene262,Gene262,0.0350326347463435,54.0844787973189,56.3346739463131,1,1,1,1,1,1,0.870061388007857,1,1,0.167874852137104
Gene263,Gene263,0.77900784204446,25.212333969408,26.2612979763533,1,1,1,1,1.39825605680985,1,1,1,1,1
Gene264,Gene264,0.304328330294717,1,0.304328330294717,1,0.488737828890784,1,1,1,1,1,1,1,1
Gene265,Gene265,2.04126225362101,1,2.04126225362101,1,1,1,1,1,1,1,1,1,1
Gene266,Gene266,0.00445816319848286,1,0.00445816319848286,1,1,1,1,1,1,1,1,1,1
Gene267,Gene267,1.53503503102776,1,1.53503503102776,1,6.81628378233092,1,1,1,1,1,1,1,1
Gene268,Gene268,0.199258752745395,1,0.199258752745395,1,1.37052370974293,1,1,1,1,1,1,1,1
Gene269,Gene269,5.93416827011655,1,5.93416827011655,1,1,1,1,1,1,1,1,1,1
Gene270,Gene270,1.02118963238343,1,1.02118963238343,1,282.658228196197,1,1,1,0.432231601186302,1,1,1,1
Gene271,Gene271,0.0689080386704626,1,0.0689080386704626,1,7.7831424834492,1,1,1,1,1,1,1,1
Gene272,Gene272,1.18226799449572,1,1.18226799449572,1,1.15731529678949,1,1,1,1,1,1,1,0.55408039763648
Gene273,Gene273,2.00263970459069,1,2.00263970459069,1,1,1,1,1,1,1,1,1,1
Gene274,Gene274,2.23775713640417,1,2.23775713640417,1,0.809380692438582,1,1,1,1,1,1,1,2.39313755327168
Gene275,Gene275,2.0410921019295,1,2.0410921019295,1,1,1.36538915953584,1,1,3.22605433261655e-06,1,1,1,1
Gene276,Gene276,3.26186578086338,1,3.26186578086338,1,1,1,1,1,1,1,1,1,1
Gene277,Gene277,0.670994934619573,1,0.670994934619573,1,1,1,1,1.1845212749657,1,1,1,1,1
Gene278,Gene278,0.344013373986341,1,0.344013373986341,1,1,1,1,1,1,1,1,1,1
Gene279,Gene279,0.201967304330273,1,0.201967304330273,1,1.13178480173012,1,1,1,1.19410411045428,1,1,1,1
Gene280,Gene280,0.197693110597629,1,0.197693110597629,1,1,1,1,1,1,1,1,1,1
Gene281,Gene281,0.937319439696892,1,0.937319439696892,1,1,1,0.031414025101092,1,1,1,1,1,1
Gene282,Gene282,3.56536559505627,1,3.56536559505627,1,1,1,1,1,1,1,1,1,1
Gene283,Gene283,0.0339824633968439,1,0.0339824633968439,1,1,1,0.0104541884725075,1,1.08884607208471,1,1,1,1
Gene284,Gene284,1.09106591944439,1,1.09106591944439,1,1,1,476.562454120141,1,1,1,1,1,1
Gene285,Gene285,2.58499176216041,1,2.58499176216041,1,1,1,1,1,1,1,1,1,1
Gene286,Gene286,1.28308356381602,1,1.28308356381602,1,1,1,1,1.22008348763962,1,1,1,1,1
Gene287,Gene287,1.91365052471297,1,1.91365052471297,1,1,1,1,1,0.974507901227146,1,1,1,1
Gene288,Gene288,0.302011040859104,1,0.302011040859104,1,1,1,0.933395445231142,1.29701182312902,1,1,1,1,1
Gene289,Gene289,0.78848198969295,1,0.78848198969295,1,1,1,1,1,1,1,1,1,2.55450744377165
Gene290,Gene290,2.87785073776784,1,2.87785073776784,1,1,1,1,1,0.966424808979437,1,1,3.56219215762152,1
Gene291,Gene291,0.562504735101211,1,0.562504735101211,1,1,1,1,1,1,1,1,1,1
Gene292,Gene292,0.27952441090154,1,0.27952441090154,1,1,1,1,1,1,1,1,1,1
Gene293,Gene293,6.44620033842152,1,6.44620033842152,1,1,1,1,1,2.87494893424137,0.513187672220767,1,1,1
Gene294,Gene294,0.515419003794518,1,0.515419003794518,1,1,1,1,1,1,1,1,1.77464403850129,2.29013145910718
Gene295,Gene295,3.59115551848441,1,3.59115551848441,1,1,1,1,1,1,1,1,1,1
Gene296,Gene296,0.0436540858714788,1,0.0436540858714788,1,1,1,1,1,1,1,1,1,1
Gene297,Gene297,3.80225683705477,1,3.80225683705477,1,1,1.12619564208207,1,1,1,1,1,1,1
Gene298,Gene298,0.219463420196006,1,0.219463420196006,1,1,1,1,1,1,1,1,1,0.504917753830884
Gene299,Gene299,2.49089112664719,1,2.49089112664719,1,1,1,1,1,1,1,1,1,1
Gene300,Gene300,5.42346602812486,1,5.42346602812486,1,1,1,1,1,1,1,1,1,1
Gene301,Gene301,0.0438468180788608,1,0.0438468180788608,0.991556257287116,1,1,1,1,1,1,1,1,1
Gene302,Gene302,10.7268777705529,1,10.7268777705529,2.00146815616665,1,0.525050530421309,1,1,1,1,1,1,1
Gene303,Gene303,0.0626848766483122,1,0.0626848766483122,0.357243634520476,1,1,1,1,1,1,1,1,1
Gene304,Gene304,2.11952686870378,1,2.11952686870378,1,1,0.874582280319986,1,1,1,1,1,1,1
Gene305,Gene305,0.851289906372413,1,0.851289906372413,0.904733657249961,1,1,1,1,1,1,1,1.44287694126341,1
Gene306,Gene306,0.675584697013218,1,0.675584697013218,1,1,1,0.42275409459432,1,1,1,1,4.33008192854934,1.42856161102577
Gene307,Gene307,1.56197147972004,1,1.56197147972004,3.17395415881335,1,1,1,1,19.7880280226761,1,1,1,1
Gene308,Gene308,0.232109296474816,1,0.232109296474816,1,1,1,1,1,0.956044663096203,1,1,1,0.990624243148973
Gene309,Gene309,5.13303896101682,1,5.13303896101682,1,1,1,1,1,1,1,1,0.812421716768914,1
Gene310,Gene310,0.0211570414550279,1,0.0211570414550279,1,1,1,1,1,1,1,1,1,1
Gene311,Gene311,2.36060905188579,1,2.36060905188579,1,1,1,1,1,1,1,1,1,1
Gene312,Gene312,2.7752691218719,1,2.7752691218719,1,1,1,1,1,0.679626861948804,1,2.25479415185621e-169,1,1
Gene313,Gene313,0.061480817063794,1,0.061480817063794,1,1,1,1,1,1,1,1,1,1
Gene314,Gene314,1.05698401292647,1,1.05698401292647,1,1,1,1,1,1.06515428470728,1,1,1,1
Gene315,Gene315,5.6567350841771,1,5.6567350841771,1,1,1,1,1,1,1,1,1,1
Gene316,Gene316,0.414606310035183,117.237239950353,122.114917880955,1,1,1,1,1,1,1,1,1,1
Gene317,Gene317,0.206589566903987,1,0.206589566903987,1,1,1,1,1,1,1,1,1,1
Gene318,Gene318,6.0089343917797,1,6.0089343917797,1,1,1.91531549976538,1,1,1,1,0.838688499540229,1,1
Gene319,Gene319,1.81731691021753,1,1.81731691021753,1,3.02988743712426,1,1,1,1,1,0.332057872148508,1,1
Gene320,Gene320,0.566771977454348,1,0.566771977454348,1.00805494150213,1,1,1,1.65336411063164,1,1,1,1,1
Gene321,Gene321,0.171666571563613,1,0.171666571563613,1,1,1,1,0.729860202221245,1,1,1,1,1
Gene322,Gene322,2.65897391464183,1,2.65897391464183,1,1,1,9.59269565706657,1,1,1,1,1,2.55649798952477
Gene323,Gene323,0.738549773129107,1,0.738549773129107,1,1,1,1,1,1,1,1,1,1
Gene324,Gene324,2.11693820428259,1,2.11693820428259,1,1,0.744600508216673,1,1,1,1,1,1,1
Gene325,Gene325,0.319022114252893,1,0.319022114252893,1,1.33310444762637,1,0.218298196640131,1,1,1,1.29878895312766,1,1
Gene326,Gene326,3.6318910997593,1,3.6318910997593,1,1,1,1,1,1,1,1,1,1
Gene327,Gene327,0.317669232518787,1,0.317669232518787,1,1,1,1,1,1,1,1,1,1
Gene328,Gene328,3.90524064557026,1,3.90524064557026,1,1,1.00322793600818,1,1,1,1,1,1,1
Gene329,Gene329,0.389598853936255,1,0.389598853936255,0.563809582767427,1,1,1,1,1,1,1,1,1
Gene330,Gene330,4.90311142362783,1,4.90311142362783,1,1,1,1.57530542314109,1,1,1,1,1,1
Gene331,Gene331,3.67968207049934,1,3.67968207049934,1,1,1,1,1,1,1,1,1,1
Gene332,Gene332,5.58813635152135,1,5.58813635152135,1,2.55522377509303,1,1,1,1,1,1,1,1
Gene333,Gene333,1.737414102943,1,1.737414102943,1,4.86402279693387,1,1,1.91476634717908,1,1,1,1,1.67863021109532
Gene334,Gene334,0.227846654875239,1,0.227846654875239,1,1,1,1,1,1,1,1,1,1
Gene335,Gene335,2.51851514852152,1,2.51851514852152,1,1,1.78578420232884,0.449914938349224,1,1,1,1.24300890689042,1,1
Gene336,Gene336,0.0132072995240244,1,0.0132072995240244,1,1,1,1,1,1,1,1,1,1
Gene337,Gene337,1.14115156592986,1,1.14115156592986,1,1,1,1,1,1,1,1,1,1
Gene338,Gene338,0.0200057401519218,1,0.0200057401519218,1,1,1,1,1,1,1,0.749382359707939,1,1
Gene339,Gene339,0.0168868052253874,1,0.0168868052253874,1,1.08275952722498,1,1,1,1,1,1.04549885067444,0.674246055151087,1
Gene340,Gene340,0.845501930972836,1,0.845501930972836,1,1,1,0.0790480634227167,1,1,1,1,1,1
Gene341,Gene341,5.20990741400409,1,5.20990741400409,1,1,1,1,1,1,1,1,1,1
Gene342,Gene342,0.345123430779376,1,0.345123430779376,1,1,0.991858991303433,1,1,1,1,1,1,1
Gene343,Gene343,0.382850516351136,1,0.382850516351136,1,1,1,1,1,1,1,1,1,1
Gene344,Gene344,0.31415288928379,1,0.31415288928379,1,1,1,1,0.410378663477053,1,1,1,1,1
Gene345,Gene345,1.64748032695345,1,1.64748032695345,1,1,1,1.39877206760328,1,1,1,1,0.198745816528732,1
Gene346,Gene346,6.40015450201548,1,6.40015450201548,1,1,1,1,1,1,1,461.421052737954,1,1
Gene347,Gene347,0.920715455053394,1,0.920715455053394,1,1,1,1,2.8246284305245,1,1,1,1,1
Gene348,Gene348,0.883663595518839,119.557326109177,124.53153167092,1,1,1,1,1,1,0.65819128716893,1,1,1
Gene349,Gene349,4.76822082758642,1,4.76822082758642,1,1,1,1,1,1,1,1,1,1
Gene350,Gene350,0.619476704535777,1,0.619476704535777,1,1,1,1,1,1,1,1,0.494484866727395,1
Gene351,Gene351,0.319500754992681,1,0.319500754992681,1,1,1.35674921480366,1,1,1,1,1,1,1
Gene352,Gene352,0.412226054877249,1,0.412226054877249,1,1,1,1,1,1,1,1,1,1
Gene353,Gene353,0.627014064444314,1,0.627014064444314,1,1,1,0.0878204036653326,1,1,1,1,1,1
Gene354,Gene354,1.13724838830135,1,1.13724838830135,1,1,1,1,1,1,1,1,1,1
Gene355,Gene355,11.1275510791438,1,11.1275510791438,1,1,1,1,1.5446819491421,1,1,1,1,3.71111793402888
Gene356,Gene356,2.24361371641922,1,2.24361371641922,1,0.486730331323338,1,1,1,1,1,1,1,1
Gene357,Gene357,0.132490510514592,28.3638871867643,29.5439721718384,1,1,1,1,1,1,1,1,1.39766186091936,1
Gene358,Gene358,1.64970179773111,1,1.64970179773111,0.758118369037208,1,1,1,1,3.46873325233958,1,1,1,1
Gene359,Gene359,0.0948847870569092,1,0.0948847870569092,1,1,1,1,1,1,1,1,1,1
Gene360,Gene360,2.04000367492979,1,2.04000367492979,1,1,1,0.478123558910917,1,1,1,1,1,1
Gene361,Gene361,1.73170676127678,1,1.73170676127678,1,1,1,1,1,1,1,1,1,1
Gene362,Gene362,1.11492935483028,1,1.11492935483028,1,1,1,1,1,1,1.13062489971908,1.04201718166684,1,1
Gene363,Gene363,0.0897509824665745,1,0.0897509824665745,1,1,1.29408796679998,0.766673079619987,1,1.30587706269439,1,1,1,1
Gene364,Gene364,0.791923958669776,1,0.791923958669776,1,1,1,1,1,1,1.28611982179918,1,1,1
Gene365,Gene365,0.122402129714222,1,0.122402129714222,1,1,1,1,1,1,1,1,1,1
Gene366,Gene366,1.767821791956,1,1.767821791956,1,1,5.903763398588,1,1,1,1,1,1,1
Gene367,Gene367,1.25315658314342,1,1.25315658314342,1,1,1,1,1,1,1,1,1,1
Gene368,Gene368,3.9072327774642,1,3.9072327774642,1,1,1.10058472449587,1,1,1,1.57992357179147,1,1,1
Gene369,Gene369,4.49395878055293,1,4.49395878055293,1.02578292318561,1,1,1,1,1,1,1,1,1
Gene370,Gene370,1.69798661717074,1,1.69798661717074,1,1,1,1,1,1,1,1,1,1
Gene371,Gene371,5.1403731466707,1,5.1403731466707,0.865757753060315,1,1,1,1,1,1,1,3.17549803124795,1
Gene372,Gene372,1.48100391106788,1,1.48100391106788,1,1.72809472866215,0.135699186499182,1,1,1,1,1,1,1
Gene373,Gene373,0.0530474035584878,1,0.0530474035584878,1.16602742191977,1,1,1,1,1,1,1,1,1
Gene374,Gene374,0.404328102178609,1,0.404328102178609,1,1,1,1,1,1,1,1,1,1.02197669897769
Gene375,Gene375,0.205165137217218,1,0.205165137217218,1,1,2.54077226754834,1,1,1,1,1,1,1
Gene376,Gene376,1.45109199292538,1,1.45109199292538,1,1,1,1,1,1,1,1,1,1
Gene377,Gene377,1.14719228061613,1,1.14719228061613,1,1,1,1,1,1,1,1,1,1
Gene378,Gene378,2.0515325392752,1,2.0515325392752,1,0.160669726873855,1,1,1,1,1,1,1,0.906793730071442
Gene379,Gene379,2.1223216851193,1,2.1223216851193,1,1,1,1,1,1,1,1,1,1
Gene380,Gene380,0.596317968577026,1,0.596317968577026,1,1,1,0.318719233320201,1,1,1,1,1,1
Gene381,Gene381,2.84265917699727,1,2.84265917699727,1,1,1,1,0.839801600108844,1,1,0.818097655177906,1,1
Gene382,Gene382,3.95034077658294,1,3.95034077658294,1,1,1,1,1,1,1,1,1,1
Gene383,Gene383,1.36771919918878,1,1.36771919918878,1,1,1,1,1,1.22917888207371,1,1.34991381217132,1,1
Gene384,Gene384,0.321052878702765,1,0.321052878702765,1,1,1,1,1,1,1,1,1,1
Gene385,Gene385,3.60065317593218,1,3.60065317593218,0.427278624681297,1.32459969454442,1,1,1,1,1,1,1,1
Gene386,Gene386,1.64283370830908,63.9996152303701,66.6623315388429,1,1,1,1,1,1,1,1,1,1
Gene387,Gene387,0.00110956685036116,1,0.00110956685036116,1,1,1.45793175888253,1,1,81464.6139566614,1,1,1,1
Gene388,Gene388,1.83961728650394,1,1.83961728650394,1,1,1,1,1,1,1,1,1,1
Gene389,Gene389,1.63106619346176,1,1.63106619346176,1,1,0.285838835041261,1,1,1,1,1,1,1
Gene390,Gene390,0.0282016488751882,1,0.0282016488751882,1,1,1,1,1,1,3.64880757729152,1,1,1
Gene391,Gene391,1.06764887677364,1,1.06764887677364,1,1,1,1.01061567449752,1,1,1,0.674234510506497,1,1
Gene392,Gene392,0.0240832198117153,1,0.0240832198117153,1,1,1,1,1,1,1,1,1.27064768305952,1
Gene393,Gene393,3.2028976812025,1,3.2028976812025,1,1,1,1,0.949210300096141,1,1,1,1,1
Gene394,Gene394,0.9098525667904,60.7679191226007,63.2961800925655,1,0.0248342200642362,1,1,1,1,1,1,1,1
Gene395,Gene395,2.05114823900315,1,2.05114823900315,1,1,1,1,1,1,1,1,1,1
Gene396,Gene396,0.303197779051165,1,0.303197779051165,1,1,1,1,1,1,1,0.506379391103161,1,1
Gene397,Gene397,0.580514048183641,1,0.580514048183641,1,50.0512791173265,1,1,1,1,1,1,1,27.6975764221632
Gene398,Gene398,0.627186310577426,1,0.627186310577426,1,1,1,1,1,1,1,1,1,1
Gene399,Gene399,0.586583215002272,1,0.586583215002272,1,1,1,1,1,1,1,1,1,1
Gene400,Gene400,0.340860986499618,1,0.340860986499618,1,1,1,1,1,1,0.000144391199933949,1.34249230372304,1,1
Gene401,Gene401,0.853530037212707,1,0.853530037212707,1,1,1,1,1,1,1,1,1,14.5300002239253
Gene402,Gene402,0.0359895153091532,1,0.0359895153091532,1,1,1,1,1,1,1,0.722117256365669,1,1
Gene403,Gene403,0.492870090484705,47.1671342901993,49.1295319897223,1,1,1,1,1,1,1,1,1,0.354216950964878
Gene404,Gene404,2.29982006948469,1,2.29982006948469,1,1,1,0.8526694500465,0.760263522590364,1,1,1,1,1
Gene405,Gene405,0.262353407868481,1,0.262353407868481,1,1,1,1,1,1,1,1,1,1
Gene406,Gene406,0.537261402254117,53.7581512214688,55.9947694488676,1,1,1,0.961176042181229,1,1,1,1,1,0.361491810930184
Gene407,Gene407,2.85748812589621,38.3402260996549,39.9353785851598,0.809679396049812,1,1,1,1,1,1,1,1,1
Gene408,Gene408,0.565941640399248,1,0.565941640399248,1,1,1,1,1,1,1,1.17683808890661,1,1
Gene409,Gene409,0.767471788163805,1,0.767471788163805,1,1,1,1,1,0.948943221929333,1,1,1,1
Gene410,Gene410,1.66953814809935,1,1.66953814809935,1,1,1,1,1,1,1,1,1,1
Gene411,Gene411,1.54788260558079,1,1.54788260558079,1,1,1,1,1,1,1,1,1,1
Gene412,Gene412,1.47074954792217,1,1.47074954792217,1,1,1,1,0.450281824577031,1,1,1,1,1
Gene413,Gene413,0.432346825071422,1,0.432346825071422,1,1,1,1,1,1,1,1,1,1
Gene414,Gene414,2.57191676114519,1,2.57191676114519,1,1,1,1,1.43947568563181,1,1,1,1,1
Gene415,Gene415,1.40552472660241,1,1.40552472660241,1,1,1,1,1,1,1,1,1,1
Gene416,Gene416,4.24109678081378,1,4.24109678081378,1,1,1,1,1,1,2.34740840809027,1,1,1
Gene417,Gene417,0.0108085664220786,38.7905594038122,40.4044480931038,1,1,0.942654001310883,1,1,1,1,0.951971933591546,2.58199775543596,0.310055783770437
Gene418,Gene418,0.476624521485724,1,0.476624521485724,1,1,1,1,1,1,0.64180721518201,1,1,1
Gene419,Gene419,3.13637881873416,1,3.13637881873416,1.03925674227512,1,1,1,1,1,1,1,1.23998682485327,1
Gene420,Gene420,4.84873487135817,1,4.84873487135817,1,1,1,1,1,1,1,1,1,1
Gene421,Gene421,1.61748494742086,84.1675164013572,87.669322119389,1,1,1,1,1,1,1,1,1,1
Gene422,Gene422,1.28608599028741,1,1.28608599028741,1,0.448905509183018,1,1,1,1,1,1,1,1
Gene423,Gene423,0.609350843862024,1,0.609350843862024,1,0.151750128863162,1,1,1,1,1,0.56707307190362,1,1
Gene424,Gene424,1.28810228276433,1,1.28810228276433,1,1,1,1,1,1,1,1.27103255343332,1,1
Gene425,Gene425,0.000131910456158915,1,0.000131910456158915,1.91862962179373,1,1,1,1.00953135295522,1,1,1,1,1
Gene426,Gene426,1.96781764076286,1,1.96781764076286,1,1,1,1,1,0.759972414362085,1,1,1,1
Gene427,Gene427,1.3932316582745,1,1.3932316582745,1,1,1,1,1,1,1,1,0.599088474459971,1.26528758868438
Gene428,Gene428,3.62760591175713,1,3.62760591175713,1.23880869460357,1,1,1,1,1,1,1,1,1
Gene429,Gene429,4.07923591398409,1,4.07923591398409,1,1,1,1,1,1,2.33534649756916e+30,1,1,1
Gene430,Gene430,0.0516409447212298,1,0.0516409447212298,1,1,0.667532876853004,1,1,1,1,1,1,1
Gene431,Gene431,3.00191378805059,1,3.00191378805059,1,1,1,1,1,1,1,1,1,2.01837695387553
Gene432,Gene432,0.201673946048979,1,0.201673946048979,1,1,1,1,1,1,1,1,0.929337916849329,1
Gene433,Gene433,0.0787038733768471,1,0.0787038733768471,1,1.13689315378333,1,1,1,1,1,1,1,1
Gene434,Gene434,7.82858347295016,1,7.82858347295016,1,1,18.394455861424,1,1,1,1,1,1,1
Gene435,Gene435,0.12731784704075,1,0.12731784704075,1,1,1,1,1,1,1,1,1,1
Gene436,Gene436,3.02424149373417,49.4684816832996,51.5266273840101,0.0581287164562861,1,1,1,1,0.680732043810576,1,1,1,1
Gene437,Gene437,0.00299293797320628,1,0.00299293797320628,1,1,1.60778867834328,1,0.835996137618892,1,1,1,1,1
Gene438,Gene438,1.23582484850912,1,1.23582484850912,1,1.00837374496635,1,1,1,1,1,1,0.864541839819188,1
Gene439,Gene439,0.768914376037408,1,0.768914376037408,1,1,1,1,1,1,1,1,1,1
Gene440,Gene440,1.36237532429732,1,1.36237532429732,1,1,1,1,1,1,0.485953656370458,1,1,1
Gene441,Gene441,0.850596877219613,1,0.850596877219613,7.47025753659897e-08,1,1,1,1,1,1,1,2.07739713392295,1
Gene442,Gene442,0.963189599733585,1,0.963189599733585,1,1,1,1,1,0.0544623262064044,1,1,1,1
Gene443,Gene443,1.32657342892233,1,1.32657342892233,1,1,1,0.669634704603723,1,1,1,1,1,1
Gene444,Gene444,0.127807583083344,1,0.127807583083344,0.574589892093743,1,1,1.40502339229209,1,1,1,1,1,1
Gene445,Gene445,5.87202054124799,1,5.87202054124799,1,1,1,1.21396215576208,1,1.36196224096234,1,1,1,1
Gene446,Gene446,0.650882637986716,1,0.650882637986716,1,1,1,1,1,1.75912317104711,1,1,1,1
Gene447,Gene447,1.61888136747579,1,1.61888136747579,1,1,1,1,1,1,1,1,2101.71893856563,1
Gene448,Gene448,1.21896596358468,1,1.21896596358468,1,1,1,1,1,1,1,1,1,13.3714006039069
Gene449,Gene449,0.274482381584873,1,0.274482381584873,1,1,1,1,1,1,1,1,1,1.76743001358859
Gene450,Gene450,0.0357744487158276,1,0.0357744487158276,1,1,1,1,1,1,1,1,1.30119913991607,1
Gene451,Gene451,2.43371975900746,1,2.43371975900746,0.844983518722788,1,1,7.12773460907822e-16,1,1,1,1,1,1.67963998046346
Gene452,Gene452,5.94027853990859,1,5.94027853990859,1,1,1.39850526960109,1,1.56883458501617,1,1,1,1,1
Gene453,Gene453,0.282140658455117,67.7131273651201,70.5303450606296,1,1,1,1,1,1,1,1,1,1
Gene454,Gene454,0.00414984950617691,1,0.00414984950617691,1,1,1,1,1,1,0.925593016676116,1.06286205693838,1,1
Gene455,Gene455,0.962848036580049,1,0.962848036580049,1,1,1,1,1.32101682536266,1,727.554466893015,0.743323225898991,1,1
Gene456,Gene456,1.24493926453508,1,1.24493926453508,1,1,1,1,1,1,1,1,1,1
Gene457,Gene457,0.240107229707506,1,0.240107229707506,1,1,1,1,1,1,1,1,1,1
Gene458,Gene458,2.13042253737017,1,2.13042253737017,1,1,1,1,1,1,1.5270021156782,1,1,1
Gene459,Gene459,4.07751844922826,1,4.07751844922826,1,1,1,1,1,1,0.877595911786309,1,1,1
Gene460,Gene460,0.108625229287113,1,0.108625229287113,1,1,1,1,0.339893182819582,1,1.09633635940142,1,1,1
Gene461,Gene461,6.1037177984146,1,6.1037177984146,1,1,1,1,1,1,1,1,1,1
Gene462,Gene462,1.45761149214103,1,1.45761149214103,1,1,1,1,1,1,1.35572872483855,1,1,1
Gene463,Gene463,0.14314231313352,1,0.14314231313352,1,1,1,1,1,0.858772857642011,1,1,1,1
Gene464,Gene464,1.98710911298251e-06,1,1.98710911298251e-06,1,1,1,1,1,1,1,1,1,1.10485904079084
Gene465,Gene465,0.0278214623004077,1,0.0278214623004077,1,1,1,0.598023177048144,1,1,1,1,1,1
Gene466,Gene466,2.54287596684082,1,2.54287596684082,1,1,1,1,1,0.578081623611486,1,1,1,1
Gene467,Gene467,0.363385704393349,1,0.363385704393349,1,1,1,1,1,1,1,1,1,1
Gene468,Gene468,1.34806733985927,1,1.34806733985927,1,1,1,1,1,1,1,1.07157210171537,1,1
Gene469,Gene469,3.69581710461631,1,3.69581710461631,1.10345882603465,1,1.40921666440393,1,1,1,1,1,1,3.02255770963363
Gene470,Gene470,9.06839702066322,1,9.06839702066322,1,1,1,1,1,1,1,0.779308626617592,1,1
Gene471,Gene471,0.0268055391709312,1,0.0268055391709312,1,1,1,1,1,1,1,1,1,1
Gene472,Gene472,1.9220800173531,1,1.9220800173531,1.28686587172579,1,1,1,1,1,1,1,1.9754443314673,1
Gene473,Gene473,1.04885689005576,1,1.04885689005576,1,1,1,1,2.60027633346923,1,1,1,1,1
Gene474,Gene474,0.0740780276840726,1,0.0740780276840726,1,1,1.18790699836897,1,1,1,1,1,1,1
Gene475,Gene475,0.908937238194629,1,0.908937238194629,1,1.59445604108812,1,1,1,1,1,1.0295428242394,1,37.2190090826129
Gene476,Gene476,3.59967850023792,1,3.59967850023792,1,1,1,1,1,1,1,1,1,1
Gene477,Gene477,2.15975482927222,1,2.15975482927222,1,0.390970978633169,1,1,0.754719029596495,1,1,1,1,1
Gene478,Gene478,4.62134977212291,1,4.62134977212291,1,1,1,1,1,1,1,1,2.16493411576237,1
Gene479,Gene479,0.0816220925521237,56.2618265250892,58.6026106453308,1,1,1,1,1,1,1,1,1,1
Gene480,Gene480,3.86924322497029,1,3.86924322497029,1.08086028399637,1.07861826227585,1,1,1,1,1,1,1,1
Gene481,Gene481,0.849605177917182,1,0.849605177917182,1,1,1,1,1,1,1,1,1,1
Gene482,Gene482,1.49976656740919,1,1.49976656740919,1,1,4.16806036681117,1,1,1,1,1,1,1
Gene483,Gene483,2.04871818158031,1,2.04871818158031,1,1,1,1,1,1,1,1,253.208979564573,1
Gene484,Gene484,2.56115598184775,1,2.56115598184775,1,0.869442473967767,1,1,1,1,1,1.11024363555837,1,1
Gene485,Gene485,0.252650147207668,1,0.252650147207668,1,1.41018314765185,1,1,1,0.691634497225813,1,1,1,1
Gene486,Gene486,0.434729474610756,1,0.434729474610756,1,1,1,1,1,1,1,1,1,1
Gene487,Gene487,0.112577887561422,31.8819627596691,33.2084179560123,1,1.70233355524021,1,31.1748821247453,1,0.97013827229169,1,1,1,1
Gene488,Gene488,3.97941531290012,1,3.97941531290012,1,1.32658605244905,1,1,1,1,1,1,1,1
Gene489,Gene489,0.212558355041468,1,0.212558355041468,1,1,1,1,1,1,1,1,1,1
Gene490,Gene490,2.25897449060516,1,2.25897449060516,1,1,1.18234457522641,1,1,1,1,1,1,1
Gene491,Gene491,0.000174877090179053,1,0.000174877090179053,1,1,1,2.5688875475437,1,34.1870451571475,1,1,1,1.03237447744621
Gene492,Gene492,1.33516843886362,1,1.33516843886362,1,1,1,1,1,1,1,1,1,1
Gene493,Gene493,3.14957958194551,1,3.14957958194551,1,1,1,1,1,1,1,1,1,1
Gene494,Gene494,0.751129018145721,1,0.751129018145721,1,1,1,1,1,1,1,1,1,1
Gene495,Gene495,3.69291028913982,1,3.69291028913982,1,1,1,1,1,1,1,1,1,1
Gene496,Gene496,2.73514022088103,1,2.73514022088103,1,1,1,0.955084167797131,1,1,1,1,1,1
Gene497,Gene497,0.0650871323880885,1,0.0650871323880885,1,1,1,1,1,1,1,1,1,1
Gene498,Gene498,1.09844843782176,1,1.09844843782176,1,1,1,1,1,1,1,1,1,1
Gene499,Gene499,0.806170658950878,1,0.806170658950878,1,1,1,1,1,1,0.128355357349894,1,1,1
Gene500,Gene500,1.70017565933861,1,1.70017565933861,1,1,0.775529680087642,1,1,1,1,1,1,1
Gene501,Gene501,0.500734762427754,1,0.500734762427754,1,1,2.41491211515717,1,1,1,1,1,1,1
Gene502,Gene502,1.10242418874246,1,1.10242418874246,1,1,1,1,1,1,1,1,1,1
Gene503,Gene503,3.02396530650096,1,3.02396530650096,1,1,1,1,1,1,1,1,0.412448177614489,0.137894679249547
Gene504,Gene504,1.81490322237179,1,1.81490322237179,1,1,0.56534049999594,1,1,1,1,1,1,1
Gene505,Gene505,0.0201322984122698,1,0.0201322984122698,1,1,1,1,1,1,1,1,1,1
Gene506,Gene506,0.451715641466673,1,0.451715641466673,1,1,1,1.51758283369348,1,1,1,1,1,3.48682651241187
